cd parallel && go test -count=3 -run=^$ -bench ^BenchmarkDoCPUBoundWorkV4$ .
goos: linux
goarch: amd64
pkg: github.com/chrisjpalmer/techblog/playground/parallelism_in_go/parallel
cpu: Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz
BenchmarkDoCPUBoundWorkV4/workers_69-12        	      64	  16297992 ns/op
BenchmarkDoCPUBoundWorkV4/workers_69-12        	      76	  15869462 ns/op
BenchmarkDoCPUBoundWorkV4/workers_69-12        	      74	  16270839 ns/op
BenchmarkDoCPUBoundWorkV4/workers_70-12        	      74	  15929546 ns/op
BenchmarkDoCPUBoundWorkV4/workers_70-12        	      74	  15892901 ns/op
BenchmarkDoCPUBoundWorkV4/workers_70-12        	      75	  16296648 ns/op
BenchmarkDoCPUBoundWorkV4/workers_71-12        	      76	  15972429 ns/op
BenchmarkDoCPUBoundWorkV4/workers_71-12        	      74	  15843591 ns/op
BenchmarkDoCPUBoundWorkV4/workers_71-12        	      73	  16234684 ns/op
BenchmarkDoCPUBoundWorkV4/workers_72-12        	      75	  15832452 ns/op
BenchmarkDoCPUBoundWorkV4/workers_72-12        	      75	  16240584 ns/op
BenchmarkDoCPUBoundWorkV4/workers_72-12        	      75	  15861135 ns/op
BenchmarkDoCPUBoundWorkV4/workers_73-12        	      76	  15864436 ns/op
BenchmarkDoCPUBoundWorkV4/workers_73-12        	      75	  16251943 ns/op
BenchmarkDoCPUBoundWorkV4/workers_73-12        	      76	  15966163 ns/op
BenchmarkDoCPUBoundWorkV4/workers_74-12        	      76	  16246263 ns/op
BenchmarkDoCPUBoundWorkV4/workers_74-12        	      73	  15958434 ns/op
BenchmarkDoCPUBoundWorkV4/workers_74-12        	      73	  15918989 ns/op
BenchmarkDoCPUBoundWorkV4/workers_75-12        	      75	  16240363 ns/op
BenchmarkDoCPUBoundWorkV4/workers_75-12        	      74	  15965857 ns/op
BenchmarkDoCPUBoundWorkV4/workers_75-12        	      75	  15965848 ns/op
BenchmarkDoCPUBoundWorkV4/workers_76-12        	      73	  16248984 ns/op
BenchmarkDoCPUBoundWorkV4/workers_76-12        	      73	  15942433 ns/op
BenchmarkDoCPUBoundWorkV4/workers_76-12        	      74	  16197014 ns/op
BenchmarkDoCPUBoundWorkV4/workers_77-12        	      75	  15932539 ns/op
BenchmarkDoCPUBoundWorkV4/workers_77-12        	      76	  15958976 ns/op
BenchmarkDoCPUBoundWorkV4/workers_77-12        	      75	  16230641 ns/op
BenchmarkDoCPUBoundWorkV4/workers_78-12        	      75	  15926577 ns/op
BenchmarkDoCPUBoundWorkV4/workers_78-12        	      75	  15944252 ns/op
BenchmarkDoCPUBoundWorkV4/workers_78-12        	      73	  15918266 ns/op
BenchmarkDoCPUBoundWorkV4/workers_79-12        	      75	  16278948 ns/op
BenchmarkDoCPUBoundWorkV4/workers_79-12        	      74	  15857961 ns/op
BenchmarkDoCPUBoundWorkV4/workers_79-12        	      75	  15948523 ns/op
BenchmarkDoCPUBoundWorkV4/workers_80-12        	      74	  17417457 ns/op
BenchmarkDoCPUBoundWorkV4/workers_80-12        	      72	  16362254 ns/op
BenchmarkDoCPUBoundWorkV4/workers_80-12        	      75	  15927997 ns/op
BenchmarkDoCPUBoundWorkV4/workers_81-12        	      68	  16296574 ns/op
BenchmarkDoCPUBoundWorkV4/workers_81-12        	      74	  15893843 ns/op
BenchmarkDoCPUBoundWorkV4/workers_81-12        	      73	  16277837 ns/op
BenchmarkDoCPUBoundWorkV4/workers_82-12        	      72	  16001201 ns/op
BenchmarkDoCPUBoundWorkV4/workers_82-12        	      75	  15882001 ns/op
BenchmarkDoCPUBoundWorkV4/workers_82-12        	      75	  16287329 ns/op
BenchmarkDoCPUBoundWorkV4/workers_83-12        	      73	  15927515 ns/op
BenchmarkDoCPUBoundWorkV4/workers_83-12        	      72	  15880921 ns/op
BenchmarkDoCPUBoundWorkV4/workers_83-12        	      75	  16263376 ns/op
BenchmarkDoCPUBoundWorkV4/workers_84-12        	      75	  15942781 ns/op
BenchmarkDoCPUBoundWorkV4/workers_84-12        	      78	  16227296 ns/op
BenchmarkDoCPUBoundWorkV4/workers_84-12        	      75	  15941001 ns/op
BenchmarkDoCPUBoundWorkV4/workers_85-12        	      75	  15770185 ns/op
BenchmarkDoCPUBoundWorkV4/workers_85-12        	      75	  16258963 ns/op
BenchmarkDoCPUBoundWorkV4/workers_85-12        	      72	  15919729 ns/op
BenchmarkDoCPUBoundWorkV4/workers_86-12        	      74	  16187874 ns/op
BenchmarkDoCPUBoundWorkV4/workers_86-12        	      64	  15908500 ns/op
BenchmarkDoCPUBoundWorkV4/workers_86-12        	      75	  15907623 ns/op
BenchmarkDoCPUBoundWorkV4/workers_87-12        	      73	  16266177 ns/op
BenchmarkDoCPUBoundWorkV4/workers_87-12        	      75	  15984075 ns/op
BenchmarkDoCPUBoundWorkV4/workers_87-12        	      72	  15935238 ns/op
BenchmarkDoCPUBoundWorkV4/workers_88-12        	      75	  16145043 ns/op
BenchmarkDoCPUBoundWorkV4/workers_88-12        	      76	  16012064 ns/op
BenchmarkDoCPUBoundWorkV4/workers_88-12        	      75	  16052287 ns/op
BenchmarkDoCPUBoundWorkV4/workers_89-12        	      63	  16030617 ns/op
BenchmarkDoCPUBoundWorkV4/workers_89-12        	      75	  15913648 ns/op
BenchmarkDoCPUBoundWorkV4/workers_89-12        	      69	  16289699 ns/op
BenchmarkDoCPUBoundWorkV4/workers_90-12        	      74	  15943307 ns/op
BenchmarkDoCPUBoundWorkV4/workers_90-12        	      75	  15889412 ns/op
BenchmarkDoCPUBoundWorkV4/workers_90-12        	      75	  16278273 ns/op
BenchmarkDoCPUBoundWorkV4/workers_91-12        	      76	  15971061 ns/op
BenchmarkDoCPUBoundWorkV4/workers_91-12        	      74	  15913573 ns/op
BenchmarkDoCPUBoundWorkV4/workers_91-12        	      66	  16267047 ns/op
BenchmarkDoCPUBoundWorkV4/workers_92-12        	      74	  15882734 ns/op
BenchmarkDoCPUBoundWorkV4/workers_92-12        	      75	  16202023 ns/op
BenchmarkDoCPUBoundWorkV4/workers_92-12        	      75	  15956619 ns/op
BenchmarkDoCPUBoundWorkV4/workers_93-12        	      74	  15923269 ns/op
BenchmarkDoCPUBoundWorkV4/workers_93-12        	      75	  16265276 ns/op
BenchmarkDoCPUBoundWorkV4/workers_93-12        	      73	  15961390 ns/op
BenchmarkDoCPUBoundWorkV4/workers_94-12        	      74	  15905895 ns/op
BenchmarkDoCPUBoundWorkV4/workers_94-12        	      66	  16278541 ns/op
BenchmarkDoCPUBoundWorkV4/workers_94-12        	      76	  15882472 ns/op
BenchmarkDoCPUBoundWorkV4/workers_95-12        	      74	  16253093 ns/op
BenchmarkDoCPUBoundWorkV4/workers_95-12        	      73	  15921433 ns/op
BenchmarkDoCPUBoundWorkV4/workers_95-12        	      74	  15868039 ns/op
BenchmarkDoCPUBoundWorkV4/workers_96-12        	      75	  16256304 ns/op
BenchmarkDoCPUBoundWorkV4/workers_96-12        	      73	  15961647 ns/op
BenchmarkDoCPUBoundWorkV4/workers_96-12        	      75	  15918047 ns/op
BenchmarkDoCPUBoundWorkV4/workers_97-12        	      70	  16281694 ns/op
BenchmarkDoCPUBoundWorkV4/workers_97-12        	      74	  15919146 ns/op
BenchmarkDoCPUBoundWorkV4/workers_97-12        	      74	  16233728 ns/op
BenchmarkDoCPUBoundWorkV4/workers_98-12        	      73	  15885464 ns/op
BenchmarkDoCPUBoundWorkV4/workers_98-12        	      74	  15938009 ns/op
BenchmarkDoCPUBoundWorkV4/workers_98-12        	      76	  16298718 ns/op
BenchmarkDoCPUBoundWorkV4/workers_99-12        	      74	  15878043 ns/op
BenchmarkDoCPUBoundWorkV4/workers_99-12        	      74	  15945288 ns/op
BenchmarkDoCPUBoundWorkV4/workers_99-12        	      62	  16185432 ns/op
BenchmarkDoCPUBoundWorkV4/workers_100-12       	      76	  15850176 ns/op
BenchmarkDoCPUBoundWorkV4/workers_100-12       	      74	  16302866 ns/op
BenchmarkDoCPUBoundWorkV4/workers_100-12       	      74	  15997192 ns/op
BenchmarkDoCPUBoundWorkV4/workers_101-12       	      76	  15976638 ns/op
BenchmarkDoCPUBoundWorkV4/workers_101-12       	      73	  16287452 ns/op
BenchmarkDoCPUBoundWorkV4/workers_101-12       	      76	  15974272 ns/op
BenchmarkDoCPUBoundWorkV4/workers_102-12       	      74	  15937704 ns/op
BenchmarkDoCPUBoundWorkV4/workers_102-12       	      63	  16237319 ns/op
BenchmarkDoCPUBoundWorkV4/workers_102-12       	      74	  15912991 ns/op
BenchmarkDoCPUBoundWorkV4/workers_103-12       	      74	  16239419 ns/op
BenchmarkDoCPUBoundWorkV4/workers_103-12       	      73	  15874433 ns/op
BenchmarkDoCPUBoundWorkV4/workers_103-12       	      74	  15852403 ns/op
BenchmarkDoCPUBoundWorkV4/workers_104-12       	      74	  16326054 ns/op
BenchmarkDoCPUBoundWorkV4/workers_104-12       	      74	  15848331 ns/op
BenchmarkDoCPUBoundWorkV4/workers_104-12       	      74	  16209711 ns/op
BenchmarkDoCPUBoundWorkV4/workers_105-12       	      69	  17167475 ns/op
BenchmarkDoCPUBoundWorkV4/workers_105-12       	      70	  15923774 ns/op
BenchmarkDoCPUBoundWorkV4/workers_105-12       	      73	  16235570 ns/op
BenchmarkDoCPUBoundWorkV4/workers_106-12       	      76	  15909168 ns/op
BenchmarkDoCPUBoundWorkV4/workers_106-12       	      75	  15933309 ns/op
BenchmarkDoCPUBoundWorkV4/workers_106-12       	      74	  16173364 ns/op
BenchmarkDoCPUBoundWorkV4/workers_107-12       	      74	  16007465 ns/op
BenchmarkDoCPUBoundWorkV4/workers_107-12       	      75	  15925985 ns/op
BenchmarkDoCPUBoundWorkV4/workers_107-12       	      69	  16323175 ns/op
BenchmarkDoCPUBoundWorkV4/workers_108-12       	      74	  15878285 ns/op
BenchmarkDoCPUBoundWorkV4/workers_108-12       	      73	  16256148 ns/op
BenchmarkDoCPUBoundWorkV4/workers_108-12       	      76	  15885808 ns/op
